DISTRICT_NAME	AMPHUR_NAME
คำด้วง   	บ้านผือ   
หนองหัวคู   	บ้านผือ   
บ้านค้อ   	บ้านผือ   
หนองแวง   	บ้านผือ   
*บ้านเม็ก   	บ้านผือ   
นางัว   	น้ำโสม   
น้ำโสม   	น้ำโสม   
*นายูง   	น้ำโสม   
*นาแค   	น้ำโสม   
หนองแวง   	น้ำโสม   
บ้านหยวก   	น้ำโสม   
โสมเยี่ยม   	น้ำโสม   
*โนนทอง   	น้ำโสม   
*บ้านก้อง   	น้ำโสม   
ศรีสำราญ   	น้ำโสม   
*ทุบกุง   	น้ำโสม   
สามัคคี   	น้ำโสม   
*นาแค   	น้ำโสม   
*นายูง   	น้ำโสม   
เพ็ญ   	เพ็ญ   
บ้านธาตุ   	เพ็ญ   
นาพู่   	เพ็ญ   
เชียงหวาง   	เพ็ญ   
สุมเส้า   	เพ็ญ   
นาบัว   	เพ็ญ   
บ้านเหล่า   	เพ็ญ   
จอมศรี   	เพ็ญ   
เตาไห   	เพ็ญ   
โคกกลาง   	เพ็ญ   
สร้างแป้น   	เพ็ญ   
*เชียงดา   	เพ็ญ   
*บ้านยวด   	เพ็ญ   
*สร้างคอม   	เพ็ญ   
สร้างคอม   	สร้างคอม   
เชียงดา   	สร้างคอม   
บ้านยวด   	สร้างคอม   
บ้านโคก   	สร้างคอม   
นาสะอาด   	สร้างคอม   
บ้านหินโงม   	สร้างคอม   
หนองแสง   	หนองแสง   
แสงสว่าง   	หนองแสง   
นาดี   	หนองแสง   
ทับกุง   	หนองแสง   
นายูง   	นายูง   
บ้านก้อง   	นายูง   
นาแค   	นายูง   
โนนทอง   	นายูง   
บ้านแดง   	พิบูลย์รักษ์   
นาทราย   	พิบูลย์รักษ์   
ดอนกลอย   	พิบูลย์รักษ์   
บ้านจีต   	กู่แก้ว   
โนนทองอินทร์   	กู่แก้ว   
ค้อใหญ่   	กู่แก้ว   
คอนสาย   	กู่แก้ว   
นาม่วง   	ประจักษ์ศิลปาคม   
ห้วยสามพาด   	ประจักษ์ศิลปาคม   
อุ่มจาน   	ประจักษ์ศิลปาคม   
กุดป่อง   	เมืองเลย   
เมือง   	เมืองเลย   
นาอ้อ   	เมืองเลย   
กกดู่   	เมืองเลย   
น้ำหมาน   	เมืองเลย   
เสี้ยว   	เมืองเลย   
นาอาน   	เมืองเลย   
นาโป่ง   	เมืองเลย   
นาดินดำ   	เมืองเลย   
น้ำสวย   	เมืองเลย   
ชัยพฤกษ์   	เมืองเลย   
นาแขม   	เมืองเลย   
ศรีสองรัก   	เมืองเลย   
กกทอง   	เมืองเลย   
นาด้วง   	นาด้วง   
นาดอกคำ   	นาด้วง   
ท่าสะอาด   	นาด้วง   
ท่าสวรรค์   	นาด้วง   
เชียงคาน   	เชียงคาน   
ธาตุ   	เชียงคาน   
นาซ่าว   	เชียงคาน   
เขาแก้ว   	เชียงคาน   
ปากตม   	เชียงคาน   
บุฮม   	เชียงคาน   
จอมศรี   	เชียงคาน   
หาดทรายขาว   	เชียงคาน   
ปากชม   	ปากชม   
เชียงกลม   	ปากชม   
หาดคัมภีร์   	ปากชม   
ห้วยบ่อซืน   	ปากชม   
ห้วยพิชัย   	ปากชม   
ชมเจริญ   	ปากชม   
ด่านซ้าย   	ด่านซ้าย   
ปากหมัน   	ด่านซ้าย   
นาดี   	ด่านซ้าย   
โคกงาม   	ด่านซ้าย   
โพนสูง   	ด่านซ้าย   
อิปุ่ม   	ด่านซ้าย   
กกสะทอน   	ด่านซ้าย   
โป่ง   	ด่านซ้าย   
วังยาว   	ด่านซ้าย   
นาหอ   	ด่านซ้าย   
*ร่องจิก   	ด่านซ้าย   
*แสงภา   	ด่านซ้าย   
*ปลาบ่า   	ด่านซ้าย   
*นาพึ่ง   	ด่านซ้าย   
*ท่าศาลา   	ด่านซ้าย   
*หนองบัว   	ด่านซ้าย   
*นาแห้ว   	ด่านซ้าย   
นาแห้ว   	นาแห้ว   
แสงภา   	นาแห้ว   
นาพึง   	นาแห้ว   
นามาลา   	นาแห้ว   
เหล่ากอหก   	นาแห้ว   
หนองบัว   	ภูเรือ   
ท่าศาลา   	ภูเรือ   
ร่องจิก   	ภูเรือ   
ปลาบ่า   	ภูเรือ   
ลาดค่าง   	ภูเรือ   
สานตม   	ภูเรือ   
ท่าลี่   	ท่าลี่   
หนองผือ   	ท่าลี่   
อาฮี   	ท่าลี่   
น้ำแคม   	ท่าลี่   
โคกใหญ่   	ท่าลี่   
น้ำทูน   	ท่าลี่   
วังสะพุง   	วังสะพุง   
ทรายขาว   	วังสะพุง   
หนองหญ้าปล้อง   	วังสะพุง   
หนองงิ้ว   	วังสะพุง   
ปากปวน   	วังสะพุง   
ผาน้อย   	วังสะพุง   
*เอราวัณ   	วังสะพุง   
*ผาอินทร์แปลง   	วังสะพุง   
*ผาสามยอด   	วังสะพุง   
ผาบิ้ง   	วังสะพุง   
เขาหลวง   	วังสะพุง   
โคกขมิ้น   	วังสะพุง   
ศรีสงคราม   	วังสะพุง   
*ทรัพย์ไพวัลย์   	วังสะพุง   
*หนองคัน   	วังสะพุง   
*ภูหอ   	วังสะพุง   
ศรีฐาน   	ภูกระดึง   
ปวนพุ*   	ภูกระดึง   
*ท่าช้างคล้อง   	ภูกระดึง   
*ผาขาว   	ภูกระดึง   
ผานกเค้า   	ภูกระดึง   
*โนนป่าซาง   	ภูกระดึง   
ภูกระดึง   	ภูกระดึง   
หนองหิน*   	ภูกระดึง   
*โนนปอแดง   	ภูกระดึง   
ห้วยส้ม   	ภูกระดึง   
ตาดข่า*   	ภูกระดึง   
ภูหอ   	ภูหลวง   
หนองคัน   	ภูหลวง   
วังน้ำใส*   	ภูหลวง   
ห้วยสีเสียด   	ภูหลวง   
เลยวังไสย์   	ภูหลวง   
แก่งศรีภูมิ   	ภูหลวง   
ผาขาว   	ผาขาว   
ท่าช้างคล้อง   	ผาขาว   
โนนปอแดง   	ผาขาว   
โนนป่าซาง   	ผาขาว   
บ้านเพิ่ม   	ผาขาว   
เอราวัณ   	เอราวัณ   
ผาอินทร์แปลง   	เอราวัณ   
ผาสามยอด   	เอราวัณ   
ทรัพย์ไพวัลย์   	เอราวัณ   
หนองหิน   	หนองหิน   
ตาดข่า   	หนองหิน   
ปวนพุ   	หนองหิน   
ในเมือง   	เมืองหนองคาย   
มีชัย   	เมืองหนองคาย   
โพธิ์ชัย   	เมืองหนองคาย   
กวนวัน   	เมืองหนองคาย   
เวียงคุก   	เมืองหนองคาย   
วัดธาตุ   	เมืองหนองคาย   
หาดคำ   	เมืองหนองคาย   
หินโงม   	เมืองหนองคาย   
บ้านเดื่อ   	เมืองหนองคาย   
ค่ายบกหวาน   	เมืองหนองคาย   
สองห้อง   	เมืองหนองคาย   
*สระใคร   	เมืองหนองคาย   
พระธาตุบังพวน   	เมืองหนองคาย   
*บ้านฝาง   	เมืองหนองคาย   
*คอกช้าง   	เมืองหนองคาย   
หนองกอมเกาะ   	เมืองหนองคาย   
ปะโค   	เมืองหนองคาย   
เมืองหมี   	เมืองหนองคาย   
สีกาย   	เมืองหนองคาย   
ท่าบ่อ   	ท่าบ่อ   
น้ำโมง   	ท่าบ่อ   
กองนาง   	ท่าบ่อ   
โคกคอน   	ท่าบ่อ   
บ้านเดื่อ   	ท่าบ่อ   
บ้านถ่อน   	ท่าบ่อ   
บ้านว่าน   	ท่าบ่อ   
นาข่า   	ท่าบ่อ   
โพนสา   	ท่าบ่อ   
หนองนาง   	ท่าบ่อ   
จุมพล   	โพนพิสัย   
วัดหลวง   	โพนพิสัย   
กุดบง   	โพนพิสัย   
ชุมช้าง   	โพนพิสัย   
*รัตนวาปี   	โพนพิสัย   
ทุ่งหลวง   	โพนพิสัย   
เหล่าต่างคำ   	โพนพิสัย   
นาหนัง   	โพนพิสัย   
เซิม   	โพนพิสัย   
*หนองหลวง   	โพนพิสัย   
*โพนแพง   	โพนพิสัย   
*เฝ้าไร่   	โพนพิสัย   
บ้านโพธิ์   	โพนพิสัย   
*นาทับไฮ   	โพนพิสัย   
*วังหลวง   	โพนพิสัย   
*พระบาทนาสิงห์   	โพนพิสัย   
*อุดมพร   	โพนพิสัย   
*นาดี   	โพนพิสัย   
*บ้านต้อน   	โพนพิสัย   
บ้านผือ   	โพนพิสัย   
สร้างนางขาว   	โพนพิสัย   
พานพร้าว   	ศรีเชียงใหม่   
โพธิ์ตาก*   	ศรีเชียงใหม่   
บ้านหม้อ   	ศรีเชียงใหม่   
พระพุทธบาท   	ศรีเชียงใหม่   
หนองปลาปาก   	ศรีเชียงใหม่   
โพนทอง*   	ศรีเชียงใหม่   
ด่านศรีสุข*   	ศรีเชียงใหม่   
แก้งไก่   	สังคม   
ผาตั้ง   	สังคม   
บ้านม่วง   	สังคม   
นางิ้ว   	สังคม   
สังคม   	สังคม   
สระใคร   	สระใคร   
คอกช้าง   	สระใคร   
บ้านฝาง   	สระใคร   
เฝ้าไร่   	เฝ้าไร่   
นาดี   	เฝ้าไร่   
หนองหลวง   	เฝ้าไร่   
วังหลวง   	เฝ้าไร่   
อุดมพร   	เฝ้าไร่   
รัตนวาปี   	รัตนวาปี   
นาทับไฮ   	รัตนวาปี   
บ้านต้อน   	รัตนวาปี   
พระบาทนาสิงห์   	รัตนวาปี   
โพนแพง   	รัตนวาปี   
โพธิ์ตาก   	โพธิ์ตาก   
โพนทอง   	โพธิ์ตาก   
ด่านศรีสุข   	โพธิ์ตาก   
ตลาด   	เมืองมหาสารคาม   
เขวา   	เมืองมหาสารคาม   
ท่าตูม   	เมืองมหาสารคาม   
แวงน่าง   	เมืองมหาสารคาม   
โคกก่อ   	เมืองมหาสารคาม   
ดอนหว่าน   	เมืองมหาสารคาม   
เกิ้ง   	เมืองมหาสารคาม   
แก่งเลิงจาน   	เมืองมหาสารคาม   
ท่าสองคอน   	เมืองมหาสารคาม   
ลาดพัฒนา   	เมืองมหาสารคาม   
หนองปลิง   	เมืองมหาสารคาม   
ห้วยแอ่ง   	เมืองมหาสารคาม   
หนองโน   	เมืองมหาสารคาม   
บัวค้อ   	เมืองมหาสารคาม   
แกดำ   	แกดำ   
วังแสง   	แกดำ   
มิตรภาพ   	แกดำ   
หนองกุง   	แกดำ   
โนนภิบาล   	แกดำ   
หัวขวาง   	โกสุมพิสัย   
ยางน้อย   	โกสุมพิสัย   
วังยาว   	โกสุมพิสัย   
เขวาไร่   	โกสุมพิสัย   
แพง   	โกสุมพิสัย   
แก้งแก   	โกสุมพิสัย   
หนองเหล็ก   	โกสุมพิสัย   
หนองบัว   	โกสุมพิสัย   
เหล่า   	โกสุมพิสัย   
เขื่อน   	โกสุมพิสัย   
หนองบอน   	โกสุมพิสัย   
โพนงาม   	โกสุมพิสัย   
ยางท่าแจ้ง   	โกสุมพิสัย   
แห่ใต้   	โกสุมพิสัย   
หนองกุงสวรรค์   	โกสุมพิสัย   
เลิงใต้   	โกสุมพิสัย   
ดอนกลาง   	โกสุมพิสัย   
โคกพระ   	กันทรวิชัย   
คันธารราษฎร์   	กันทรวิชัย   
มะค่า   	กันทรวิชัย   
ท่าขอนยาง   	กันทรวิชัย   
นาสีนวน   	กันทรวิชัย   
ขามเรียง   	กันทรวิชัย   
เขวาใหญ่   	กันทรวิชัย   
ศรีสุข   	กันทรวิชัย   
กุดใส้จ่อ   	กันทรวิชัย   
ขามเฒ่าพัฒนา   	กันทรวิชัย   
เชียงยืน   	เชียงยืน   
ชื่นชม*   	เชียงยืน   
หนองซอน   	เชียงยืน   
เหล่าดอกไม้*   	เชียงยืน   
ดอนเงิน   	เชียงยืน   
กู่ทอง   	เชียงยืน   
นาทอง   	เชียงยืน   
เสือเฒ่า   	เชียงยืน   
กุดปลาดุก*   	เชียงยืน   
หนองกุง*   	เชียงยืน   
โพนทอง   	เชียงยืน   
เหล่าบัวบาน   	เชียงยืน   
บรบือ   	บรบือ   
บ่อใหญ่   	บรบือ   
*กุดรัง   	บรบือ   
วังไชย   	บรบือ   
หนองม่วง   	บรบือ   
กำพี้   	บรบือ   
โนนราษี   	บรบือ   
โนนแดง   	บรบือ   
*เลิงแฝก   	บรบือ   
หนองจิก   	บรบือ   
บัวมาศ   	บรบือ   
*นาโพธิ์   	บรบือ   
หนองคูขาด   	บรบือ   
*หนองแวง   	บรบือ   
วังใหม่   	บรบือ   
ยาง   	บรบือ   
*ห้วยเตย   	บรบือ   
หนองสิม   	บรบือ   
หนองโก   	บรบือ   
ดอนงัว   	บรบือ   
นาเชือก   	นาเชือก   
สำโรง   	นาเชือก   
หนองแดง   	นาเชือก   
เขวาไร่   	นาเชือก   
หนองโพธิ์   	นาเชือก   
ปอพาน   	นาเชือก   
หนองเม็ก   	นาเชือก   
หนองเรือ   	นาเชือก   
หนองกุง   	นาเชือก   
สันป่าตอง   	นาเชือก   
ปะหลาน   	พยัคฆภูมิพิสัย   
ก้ามปู   	พยัคฆภูมิพิสัย   
เวียงสะอาด   	พยัคฆภูมิพิสัย   
เม็กดำ   	พยัคฆภูมิพิสัย   
นาสีนวล   	พยัคฆภูมิพิสัย   
*ดงเมือง   	พยัคฆภูมิพิสัย   
*แวงดง   	พยัคฆภูมิพิสัย   
*ขามเรียน   	พยัคฆภูมิพิสัย   
ราษฎร์เจริญ   	พยัคฆภูมิพิสัย   
หนองบัวแก้ว   	พยัคฆภูมิพิสัย   
*นาภู   	พยัคฆภูมิพิสัย   
เมืองเตา   	พยัคฆภูมิพิสัย   
*บ้านกู่   	พยัคฆภูมิพิสัย   
*ยางสีสุราช   	พยัคฆภูมิพิสัย   
ลานสะแก   	พยัคฆภูมิพิสัย   
เวียงชัย   	พยัคฆภูมิพิสัย   
หนองบัว   	พยัคฆภูมิพิสัย   
ราษฎร์พัฒนา   	พยัคฆภูมิพิสัย   
เมืองเสือ   	พยัคฆภูมิพิสัย   
ภารแอ่น   	พยัคฆภูมิพิสัย   
หนองแสง   	วาปีปทุม   
ขามป้อม   	วาปีปทุม   
เสือโก้ก   	วาปีปทุม   
ดงใหญ่   	วาปีปทุม   
โพธิ์ชัย   	วาปีปทุม   
หัวเรือ   	วาปีปทุม   
แคน   	วาปีปทุม   
งัวบา   	วาปีปทุม   
นาข่า   	วาปีปทุม   
บ้านหวาย   	วาปีปทุม   
หนองไฮ   	วาปีปทุม   
ประชาพัฒนา   	วาปีปทุม   
หนองทุ่ม   	วาปีปทุม   
หนองแสน   	วาปีปทุม   
โคกสีทองหลาง   	วาปีปทุม   
*หนองไผ่   	วาปีปทุม   
*นาดูน   	วาปีปทุม   
*หนองคู   	วาปีปทุม   
นาดูน   	นาดูน   
หนองไผ่   	นาดูน   
หนองคู   	นาดูน   
ดงบัง   	นาดูน   
ดงดวน   	นาดูน   
หัวดง   	นาดูน   
ดงยาง   	นาดูน   
กู่สันตรัตน์   	นาดูน   
พระธาตุ   	นาดูน   
ยางสีสุราช   	ยางสีสุราช   
นาภู   	ยางสีสุราช   
แวงดง   	ยางสีสุราช   
บ้านกู่   	ยางสีสุราช   
ดงเมือง   	ยางสีสุราช   
ขามเรียน   	ยางสีสุราช   
หนองบัวสันตุ   	ยางสีสุราช   
กุดรัง   	กุดรัง   
นาโพธิ์   	กุดรัง   
เลิงแฝก   	กุดรัง   
หนองแวง   	กุดรัง   
ห้วยเตย   	กุดรัง   
ชื่นชม   	ชื่นชม   
กุดปลาดุก   	ชื่นชม   
เหล่าดอกไม้   	ชื่นชม   
หนองกุง   	ชื่นชม   
ในเมือง   	เมืองร้อยเอ็ด   
รอบเมือง   	เมืองร้อยเอ็ด   
เหนือเมือง   	เมืองร้อยเอ็ด   
ขอนแก่น   	เมืองร้อยเอ็ด   
นาโพธิ์   	เมืองร้อยเอ็ด   
สะอาดสมบูรณ์   	เมืองร้อยเอ็ด   
*ปาฝา   	เมืองร้อยเอ็ด   
สีแก้ว   	เมืองร้อยเอ็ด   
ปอภาร  (ปอพาน)   	เมืองร้อยเอ็ด   
โนนรัง   	เมืองร้อยเอ็ด   
*ดงสิงห์   	เมืองร้อยเอ็ด   
*สวนจิก   	เมืองร้อยเอ็ด   
*ม่วงลาด   	เมืองร้อยเอ็ด   
*โพธิ์ทอง   	เมืองร้อยเอ็ด   
*จังหาร   	เมืองร้อยเอ็ด   
*ดินดำ   	เมืองร้อยเอ็ด   
หนองแก้ว   	เมืองร้อยเอ็ด   
หนองแวง   	เมืองร้อยเอ็ด   
*ศรีสมเด็จ   	เมืองร้อยเอ็ด   
ดงลาน   	เมืองร้อยเอ็ด   
*หนองใหญ่   	เมืองร้อยเอ็ด   
*เมืองเปลือย   	เมืองร้อยเอ็ด   
แคนใหญ่   	เมืองร้อยเอ็ด   
โนนตาล   	เมืองร้อยเอ็ด   
เมืองทอง   	เมืองร้อยเอ็ด   
*ดงสิงห์   	เมืองร้อยเอ็ด   
*จังหาร   	เมืองร้อยเอ็ด   
*ม่วงลาด   	เมืองร้อยเอ็ด   
*ปาฝา   	เมืองร้อยเอ็ด   
*ดินดำ   	เมืองร้อยเอ็ด   
*สวนจิก   	เมืองร้อยเอ็ด   
*เมืองเปลือย   	เมืองร้อยเอ็ด   
*ศรีสมเด็จ   	เมืองร้อยเอ็ด   
*โพธิ์ทอง   	เมืองร้อยเอ็ด   
เกษตรวิสัย   	เกษตรวิสัย   
เมืองบัว   	เกษตรวิสัย   
เหล่าหลวง   	เกษตรวิสัย   
สิงห์โคก   	เกษตรวิสัย   
ดงครั่งใหญ่   	เกษตรวิสัย   
บ้านฝาง   	เกษตรวิสัย   
หนองแวง   	เกษตรวิสัย   
กำแพง   	เกษตรวิสัย   
กู่กาสิงห์   	เกษตรวิสัย   
น้ำอ้อม   	เกษตรวิสัย   
โนนสว่าง   	เกษตรวิสัย   
ทุ่งทอง   	เกษตรวิสัย   
ดงครั่งน้อย   	เกษตรวิสัย   
บัวแดง   	ปทุมรัตต์   
ดอกล้ำ   	ปทุมรัตต์   
หนองแคน   	ปทุมรัตต์   
โพนสูง   	ปทุมรัตต์   
โนนสวรรค์   	ปทุมรัตต์   
สระบัว   	ปทุมรัตต์   
โนนสง่า   	ปทุมรัตต์   
ขี้เหล็ก   	ปทุมรัตต์   
หัวช้าง   	จตุรพักตรพิมาน   
หนองผือ   	จตุรพักตรพิมาน   
เมืองหงส์   	จตุรพักตรพิมาน   
โคกล่าม   	จตุรพักตรพิมาน   
น้ำใส   	จตุรพักตรพิมาน   
ดงแดง   	จตุรพักตรพิมาน   
ดงกลาง   	จตุรพักตรพิมาน   
ป่าสังข์   	จตุรพักตรพิมาน   
อีง่อง   	จตุรพักตรพิมาน   
ลิ้นฟ้า   	จตุรพักตรพิมาน   
ดู่น้อย   	จตุรพักตรพิมาน   
ศรีโคตร   	จตุรพักตรพิมาน   
นิเวศน์   	ธวัชบุรี   
ธงธานี   	ธวัชบุรี   
หนองไผ่   	ธวัชบุรี   
ธวัชบุรี   	ธวัชบุรี   
*หมูม้น   	ธวัชบุรี   
อุ่มเม้า   	ธวัชบุรี   
มะอึ   	ธวัชบุรี   
เหล่า*   	ธวัชบุรี   
มะบ้า*   	ธวัชบุรี   
เขวาทุ่ง   	ธวัชบุรี   
*พระธาตุ   	ธวัชบุรี   
บึงงาม*   	ธวัชบุรี   
*บ้านเขือง   	ธวัชบุรี   
*พระเจ้า   	ธวัชบุรี   
ไพศาล   	ธวัชบุรี   
เทอดไทย*   	ธวัชบุรี   
เมืองน้อย   	ธวัชบุรี   
โนนศิลา*   	ธวัชบุรี   
*เชียงขวัญ   	ธวัชบุรี   
บึงนคร   	ธวัชบุรี   
*พลับพลา   	ธวัชบุรี   
ราชธานี   	ธวัชบุรี   
ทุ่งเขาหลวง*   	ธวัชบุรี   
หนองพอก   	ธวัชบุรี   
พนมไพร   	พนมไพร   
แสนสุข   	พนมไพร   
กุดน้ำใส   	พนมไพร   
หนองทัพไทย   	พนมไพร   
โพธิ์ใหญ่   	พนมไพร   
วารีสวัสดิ์   	พนมไพร   
โคกสว่าง   	พนมไพร   
*หนองฮี   	พนมไพร   
*เด่นราษฎร์   	พนมไพร   
*ดูกอึ่ง   	พนมไพร   
โพธิ์ชัย   	พนมไพร   
นานวล   	พนมไพร   
คำไฮ   	พนมไพร   
สระแก้ว   	พนมไพร   
ค้อใหญ่   	พนมไพร   
*สาวแห   	พนมไพร   
ชานุวรรณ   	พนมไพร   
แวง   	โพนทอง   
โคกกกม่วง   	โพนทอง   
นาอุดม   	โพนทอง   
สว่าง   	โพนทอง   
หนองใหญ่   	โพนทอง   
โพธิ์ทอง   	โพนทอง   
โนนชัยศรี   	โพนทอง   
โพธิ์ศรีสว่าง   	โพนทอง   
อุ่มเม่า   	โพนทอง   
คำนาดี   	โพนทอง   
พรมสวรรค์   	โพนทอง   
สระนกแก้ว   	โพนทอง   
วังสามัคคี   	โพนทอง   
โคกสูง   	โพนทอง   
*ชุมพร   	โพนทอง   
*เมยวดี   	โพนทอง   
*คำพอง   	โพนทอง   
*อัคคะคำ   	โพนทอง   
*เชียงใหม่   	โพนทอง   
*ขามเบี้ย   	โพนทอง   
ขามเปี้ย   	โพธิ์ชัย   
เชียงใหม่   	โพธิ์ชัย   
บัวคำ   	โพธิ์ชัย   
อัคคะคำ   	โพธิ์ชัย   
สะอาด   	โพธิ์ชัย   
คำพอุง   	โพธิ์ชัย   
หนองตาไก้   	โพธิ์ชัย   
ดอนโอง   	โพธิ์ชัย   
โพธิ์ศรี   	โพธิ์ชัย   
หนองพอก   	หนองพอก   
บึงงาม   	หนองพอก   
ภูเขาทอง   	หนองพอก   
กกโพธิ์   	หนองพอก   
โคกสว่าง   	หนองพอก   
หนองขุ่นใหญ่   	หนองพอก   
รอบเมือง   	หนองพอก   
ผาน้ำย้อย   	หนองพอก   
ท่าสีดา   	หนองพอก   
กลาง   	เสลภูมิ   
นางาม   	เสลภูมิ   
เมืองไพร   	เสลภูมิ   
นาแซง   	เสลภูมิ   
นาเมือง   	เสลภูมิ   
วังหลวง   	เสลภูมิ   
ท่าม่วง   	เสลภูมิ   
ขวาว   	เสลภูมิ   
โพธิ์ทอง   	เสลภูมิ   
ภูเงิน   	เสลภูมิ   
เกาะแก้ว   	เสลภูมิ   
นาเลิง   	เสลภูมิ   
เหล่าน้อย   	เสลภูมิ   
ศรีวิลัย   	เสลภูมิ   
หนองหลวง   	เสลภูมิ   
พรสวรรค์   	เสลภูมิ   
ขวัญเมือง   	เสลภูมิ   
บึงเกลือ   	เสลภูมิ   
สระคู   	สุวรรณภูมิ   
ดอกไม้   	สุวรรณภูมิ   
นาใหญ่   	สุวรรณภูมิ   
หินกอง   	สุวรรณภูมิ   
เมืองทุ่ง   	สุวรรณภูมิ   
หัวโทน   	สุวรรณภูมิ   
บ่อพันขัน   	สุวรรณภูมิ   
ทุ่งหลวง   	สุวรรณภูมิ   
หัวช้าง   	สุวรรณภูมิ   
น้ำคำ   	สุวรรณภูมิ   
ห้วยหินลาด   	สุวรรณภูมิ   
ช้างเผือก   	สุวรรณภูมิ   
ทุ่งกุลา   	สุวรรณภูมิ   
ทุ่งศรีเมือง   	สุวรรณภูมิ   
จำปาขัน   	สุวรรณภูมิ   
หนองผือ   	เมืองสรวง   
หนองหิน   	เมืองสรวง   
คูเมือง   	เมืองสรวง   
กกกุง   	เมืองสรวง   
เมืองสรวง   	เมืองสรวง   
โพนทราย   	โพนทราย   
สามขา   	โพนทราย   
ศรีสว่าง   	โพนทราย   
ยางคำ   	โพนทราย   
ท่าหาดยาว   	โพนทราย   
อาจสามารถ   	อาจสามารถ   
โพนเมือง   	อาจสามารถ   
บ้านแจ้ง   	อาจสามารถ   
หน่อม   	อาจสามารถ   
หนองหมื่นถ่าน   	อาจสามารถ   
หนองขาม   	อาจสามารถ   
โหรา   	อาจสามารถ   
หนองบัว   	อาจสามารถ   
ขี้เหล็ก   	อาจสามารถ   
บ้านดู่   	อาจสามารถ   
เมยวดี   	เมยวดี   
ชุมพร   	เมยวดี   
บุ่งเลิศ   	เมยวดี   
ชมสะอาด   	เมยวดี   
โพธิ์ทอง   	ศรีสมเด็จ   
ศรีสมเด็จ   	ศรีสมเด็จ   
เมืองเปลือย   	ศรีสมเด็จ   
หนองใหญ่   	ศรีสมเด็จ   
สวนจิก   	ศรีสมเด็จ   
โพธิ์สัย   	ศรีสมเด็จ   
หนองแวงควง   	ศรีสมเด็จ   
บ้านบาก   	ศรีสมเด็จ   
ดินดำ   	จังหาร   
ปาฝา   	จังหาร   
ม่วงลาด   	จังหาร   
จังหาร   	จังหาร   
ดงสิงห์   	จังหาร   
ยางใหญ่   	จังหาร   
ผักแว่น   	จังหาร   
แสนชาติ   	จังหาร   
เชียงขวัญ   	เชียงขวัญ   
พลับพลา   	เชียงขวัญ   
พระธาตุ   	เชียงขวัญ   
พระเจ้า   	เชียงขวัญ   
หมูม้น   	เชียงขวัญ   
บ้านเขือง   	เชียงขวัญ   
หนองฮี   	หนองฮี   
สาวแห   	หนองฮี   
ดูกอึ่ง   	หนองฮี   
เด่นราษฎร์   	หนองฮี   
ทุ่งเขาหลวง   	ทุ่งเขาหลวง   
เทอดไทย   	ทุ่งเขาหลวง   
บึงงาม   	ทุ่งเขาหลวง   
มะบ้า   	ทุ่งเขาหลวง   
เหล่า   	ทุ่งเขาหลวง   
กาฬสินธุ์   	เมืองกาฬสินธุ์   
เหนือ   	เมืองกาฬสินธุ์   
หลุบ   	เมืองกาฬสินธุ์   
ไผ่   	เมืองกาฬสินธุ์   
ลำปาว   	เมืองกาฬสินธุ์   
ลำพาน   	เมืองกาฬสินธุ์   
เชียงเครือ   	เมืองกาฬสินธุ์   
บึงวิชัย   	เมืองกาฬสินธุ์   
ห้วยโพธิ์   	เมืองกาฬสินธุ์   
ม่วงนา*   	เมืองกาฬสินธุ์   
ภูปอ   	เมืองกาฬสินธุ์   
ดงพยุง*   	เมืองกาฬสินธุ์   
ภูดิน   	เมืองกาฬสินธุ์   
ดอนจาน*   	เมืองกาฬสินธุ์   
หนองกุง   	เมืองกาฬสินธุ์   
กลางหมื่น   	เมืองกาฬสินธุ์   
ขมิ้น   	เมืองกาฬสินธุ์   
นาจำปา*   	เมืองกาฬสินธุ์   
โพนทอง   	เมืองกาฬสินธุ์   
นาจารย์   	เมืองกาฬสินธุ์   
ลำคลอง   	เมืองกาฬสินธุ์   
สะอาดไชยศรี*   	เมืองกาฬสินธุ์   
นามน*   	เมืองกาฬสินธุ์   
ยอดแกง*   	เมืองกาฬสินธุ์   
นามน   	นามน   
ยอดแกง   	นามน   
สงเปลือย   	นามน   
หลักเหลี่ยม   	นามน   
หนองบัว   	นามน   
กมลาไสย   	กมลาไสย   
หลักเมือง   	กมลาไสย   
โพนงาม   	กมลาไสย   
ดงลิง   	กมลาไสย   
ธัญญา   	กมลาไสย   
กุดฆ้องชัย*   	กมลาไสย   
ลำชี*   	กมลาไสย   
หนองแปน   	กมลาไสย   
โคกสะอาด*   	กมลาไสย   
เจ้าท่า   	กมลาไสย   
โคกสมบูรณ์   	กมลาไสย   
โนนศิลา*   	กมลาไสย   
ฆ้องชัยพัฒนา*   	กมลาไสย   
ร่องคำ   	ร่องคำ   
สามัคคี   	ร่องคำ   
เหล่าอ้อย   	ร่องคำ   
บัวขาว   	กุฉินารายณ์   
แจนแลน   	กุฉินารายณ์   
เหล่าใหญ่   	กุฉินารายณ์   
จุมจัง   	กุฉินารายณ์   
เหล่าไฮงาม   	กุฉินารายณ์   
กุดหว้า   	กุฉินารายณ์   
สามขา   	กุฉินารายณ์   
นาขาม   	กุฉินารายณ์   
หนองห้าง   	กุฉินารายณ์   
นาโก   	กุฉินารายณ์   
สมสะอาด   	กุฉินารายณ์   
กุดค้าว   	กุฉินารายณ์   
คุ้มเก่า   	เขาวง   
สงเปลือย   	เขาวง   
หนองผือ   	เขาวง   
